Effective Date;Rate Type;Rate (%)
04/15/2010;SOFR;0.16
04/14/2010;SOFR;0.18
04/13/2010;SOFR;0.17
04/12/2010;SOFR;0.18
04/09/2010;SOFR;0.19
04/08/2010;SOFR;0.17
04/07/2010;SOFR;0.17
04/06/2010;SOFR;0.19
04/05/2010;SOFR;0.17
04/01/2010;SOFR;0.01
03/31/2010;SOFR;0.13
03/30/2010;SOFR;0.14
03/29/2010;SOFR;0.15
03/26/2010;SOFR;0.16
03/25/2010;SOFR;0.15
03/24/2010;SOFR;0.14
03/23/2010;SOFR;0.18
03/22/2010;SOFR;0.16
03/19/2010;SOFR;0.18
03/18/2010;SOFR;0.16
03/17/2010;SOFR;0.18
03/16/2010;SOFR;0.19
03/15/2010;SOFR;0.12
03/12/2010;SOFR;0.14
03/11/2010;SOFR;0.12
03/10/2010;SOFR;0.12
03/09/2010;SOFR;0.15
03/08/2010;SOFR;0.18
03/05/2010;SOFR;0.16
03/04/2010;SOFR;0.15
03/03/2010;SOFR;0.13
03/02/2010;SOFR;0.14
03/01/2010;SOFR;0.1
02/26/2010;SOFR;0.12
02/25/2010;SOFR;0.05
02/24/2010;SOFR;0.09
02/23/2010;SOFR;0.11
02/22/2010;SOFR;0.12
02/19/2010;SOFR;0.11
02/18/2010;SOFR;0.11
02/17/2010;SOFR;0.12
02/16/2010;SOFR;0.1
02/12/2010;SOFR;0.1
02/11/2010;SOFR;0.09
02/10/2010;SOFR;0.1
02/09/2010;SOFR;0.1
02/08/2010;SOFR;0.09
02/05/2010;SOFR;0.13
02/04/2010;SOFR;0.11
02/03/2010;SOFR;0.12
02/02/2010;SOFR;0.15
02/01/2010;SOFR;0.1
01/29/2010;SOFR;0.11
01/28/2010;SOFR;0.09
01/27/2010;SOFR;0.09
01/26/2010;SOFR;0.1
01/25/2010;SOFR;0.09
01/22/2010;SOFR;0.12
01/21/2010;SOFR;0.11
01/20/2010;SOFR;0.13
01/19/2010;SOFR;0.1
01/15/2010;SOFR;0.05
01/14/2010;SOFR;0.04
01/13/2010;SOFR;0.04
01/12/2010;SOFR;0.04
01/11/2010;SOFR;0.04
01/08/2010;SOFR;0.04
01/07/2010;SOFR;0.06
01/06/2010;SOFR;0.09
01/05/2010;SOFR;0.11
01/04/2010;SOFR;0
12/31/2009;SOFR;0.01
12/30/2009;SOFR;0.06
12/29/2009;SOFR;0.07
12/28/2009;SOFR;0.07
12/24/2009;SOFR;0.07
12/23/2009;SOFR;0.12
12/22/2009;SOFR;0.15
12/21/2009;SOFR;0.13
12/18/2009;SOFR;0.12
12/17/2009;SOFR;0.14
12/16/2009;SOFR;0.15
12/15/2009;SOFR;0.12
12/14/2009;SOFR;0.14
12/11/2009;SOFR;0.12
12/10/2009;SOFR;0.11
12/09/2009;SOFR;0.09
12/08/2009;SOFR;0.12
12/07/2009;SOFR;0.14
12/04/2009;SOFR;0.14
12/03/2009;SOFR;0.11
12/02/2009;SOFR;0.16
12/01/2009;SOFR;0.15
11/30/2009;SOFR;0.11
11/27/2009;SOFR;0.1
11/25/2009;SOFR;0.08
11/24/2009;SOFR;0.1
11/23/2009;SOFR;0.09
11/20/2009;SOFR;0.06
11/19/2009;SOFR;0.05
11/18/2009;SOFR;0.06
11/17/2009;SOFR;0.08
11/16/2009;SOFR;0.05
11/13/2009;SOFR;0.07
11/12/2009;SOFR;0.09
11/10/2009;SOFR;0.12
11/09/2009;SOFR;0.11
11/06/2009;SOFR;0.1
11/05/2009;SOFR;0.09
11/04/2009;SOFR;0.09
11/03/2009;SOFR;0.11
11/02/2009;SOFR;0.06
10/30/2009;SOFR;0.07
10/29/2009;SOFR;0.05
10/28/2009;SOFR;0.03
10/27/2009;SOFR;0.04
10/26/2009;SOFR;0.04
10/23/2009;SOFR;0.05
10/22/2009;SOFR;0.06
10/21/2009;SOFR;0.08
10/20/2009;SOFR;0.1
10/19/2009;SOFR;0.09
10/16/2009;SOFR;0.13
10/15/2009;SOFR;0.11
10/14/2009;SOFR;0.07
10/13/2009;SOFR;0.07
10/09/2009;SOFR;0.07
10/08/2009;SOFR;0.07
10/07/2009;SOFR;0.08
10/06/2009;SOFR;0.1
10/05/2009;SOFR;0.11
10/02/2009;SOFR;0.07
10/01/2009;SOFR;0.04
09/30/2009;SOFR;0.02
09/29/2009;SOFR;0.1
09/28/2009;SOFR;0.09
09/25/2009;SOFR;0.11
09/24/2009;SOFR;0.12
09/23/2009;SOFR;0.13
09/22/2009;SOFR;0.15
09/21/2009;SOFR;0.15
09/18/2009;SOFR;0.14
09/17/2009;SOFR;0.15
09/16/2009;SOFR;0.15
09/15/2009;SOFR;0.12
09/14/2009;SOFR;0.14
09/11/2009;SOFR;0.15
09/10/2009;SOFR;0.16
09/09/2009;SOFR;0.17
09/08/2009;SOFR;0.17
09/04/2009;SOFR;0.18
09/03/2009;SOFR;0.16
09/02/2009;SOFR;0.2
09/01/2009;SOFR;0.2
08/31/2009;SOFR;0.13
08/28/2009;SOFR;0.12
08/27/2009;SOFR;0.12
08/26/2009;SOFR;0.12
08/25/2009;SOFR;0.16
08/24/2009;SOFR;0.16
08/21/2009;SOFR;0.17
08/20/2009;SOFR;0.15
08/19/2009;SOFR;0.17
08/18/2009;SOFR;0.18
08/17/2009;SOFR;0.14
08/14/2009;SOFR;0.12
08/13/2009;SOFR;0.12
08/12/2009;SOFR;0.12
08/11/2009;SOFR;0.15
08/10/2009;SOFR;0.15
08/07/2009;SOFR;0.17
08/06/2009;SOFR;0.19
08/05/2009;SOFR;0.19
08/04/2009;SOFR;0.2
08/03/2009;SOFR;0.19
07/31/2009;SOFR;0.17
07/30/2009;SOFR;0.16
07/29/2009;SOFR;0.13
07/28/2009;SOFR;0.16
07/27/2009;SOFR;0.15
07/24/2009;SOFR;0.13
07/23/2009;SOFR;0.15
07/22/2009;SOFR;0.13
07/21/2009;SOFR;0.15
07/20/2009;SOFR;0.17
07/17/2009;SOFR;0.18
07/16/2009;SOFR;0.2
07/15/2009;SOFR;0.14
07/14/2009;SOFR;0.14
07/13/2009;SOFR;0.15
07/10/2009;SOFR;0.17
07/09/2009;SOFR;0.15
07/08/2009;SOFR;0.2
07/07/2009;SOFR;0.21
07/06/2009;SOFR;0.21
07/02/2009;SOFR;0.18
07/01/2009;SOFR;0.02
06/30/2009;SOFR;0.1
06/29/2009;SOFR;0.11
06/26/2009;SOFR;0.13
06/25/2009;SOFR;0.2
06/24/2009;SOFR;0.25
06/23/2009;SOFR;0.25
06/22/2009;SOFR;0.24
06/19/2009;SOFR;0.27
06/18/2009;SOFR;0.26
06/17/2009;SOFR;0.24
06/16/2009;SOFR;0.26
06/15/2009;SOFR;0.19
06/12/2009;SOFR;0.18
06/11/2009;SOFR;0.18
06/10/2009;SOFR;0.17
06/09/2009;SOFR;0.22
06/08/2009;SOFR;0.27
06/05/2009;SOFR;0.22
06/04/2009;SOFR;0.17
06/03/2009;SOFR;0.21
06/02/2009;SOFR;0.21
06/01/2009;SOFR;0.18
05/29/2009;SOFR;0.18
05/28/2009;SOFR;0.15
05/27/2009;SOFR;0.18
05/26/2009;SOFR;0.17
05/22/2009;SOFR;0.17
05/21/2009;SOFR;0.15
05/20/2009;SOFR;0.18
05/19/2009;SOFR;0.22
05/18/2009;SOFR;0.2
05/15/2009;SOFR;0.19
05/14/2009;SOFR;0.19
05/13/2009;SOFR;0.16
05/12/2009;SOFR;0.19
05/11/2009;SOFR;0.19
05/08/2009;SOFR;0.21
05/07/2009;SOFR;0.21
05/06/2009;SOFR;0.23
05/05/2009;SOFR;0.24
05/04/2009;SOFR;0.23
05/01/2009;SOFR;0.16
04/30/2009;SOFR;0.14
04/29/2009;SOFR;0.14
04/28/2009;SOFR;0.14
04/27/2009;SOFR;0.14
04/24/2009;SOFR;0.15
04/23/2009;SOFR;0.14
04/22/2009;SOFR;0.14
04/21/2009;SOFR;0.15
04/20/2009;SOFR;0.15
04/17/2009;SOFR;0.13
04/16/2009;SOFR;0.12
04/15/2009;SOFR;0.17
04/14/2009;SOFR;0.17
04/13/2009;SOFR;0.17
04/09/2009;SOFR;0.16
04/08/2009;SOFR;0.15
04/07/2009;SOFR;0.16
04/06/2009;SOFR;0.17
04/03/2009;SOFR;0.22
04/02/2009;SOFR;0.24
04/01/2009;SOFR;0.17
03/31/2009;SOFR;0.15
03/30/2009;SOFR;0.15
03/27/2009;SOFR;0.13
03/26/2009;SOFR;0.17
03/25/2009;SOFR;0.22
03/24/2009;SOFR;0.23
03/23/2009;SOFR;0.22
03/20/2009;SOFR;0.22
03/19/2009;SOFR;0.19
03/18/2009;SOFR;0.23
03/17/2009;SOFR;0.25
03/16/2009;SOFR;0.13
03/13/2009;SOFR;0.26
03/12/2009;SOFR;0.26
03/11/2009;SOFR;0.28
03/10/2009;SOFR;0.28
03/09/2009;SOFR;0.26
03/06/2009;SOFR;0.29
03/05/2009;SOFR;0.26
03/04/2009;SOFR;0.27
03/03/2009;SOFR;0.31
03/02/2009;SOFR;0.26
02/27/2009;SOFR;0.29
02/26/2009;SOFR;0.24
02/25/2009;SOFR;0.24
02/24/2009;SOFR;0.25
02/23/2009;SOFR;0.28
02/20/2009;SOFR;0.26
02/19/2009;SOFR;0.25
02/18/2009;SOFR;0.33
02/17/2009;SOFR;0.3
02/13/2009;SOFR;0.28
02/12/2009;SOFR;0.26
02/11/2009;SOFR;0.26
02/10/2009;SOFR;0.26
02/09/2009;SOFR;0.26
02/06/2009;SOFR;0.29
02/05/2009;SOFR;0.24
02/04/2009;SOFR;0.23
02/03/2009;SOFR;0.3
02/02/2009;SOFR;0.26
01/30/2009;SOFR;0.23
01/29/2009;SOFR;0.19
01/28/2009;SOFR;0.12
01/27/2009;SOFR;0.17
01/26/2009;SOFR;0.24
01/23/2009;SOFR;0.26
01/22/2009;SOFR;0.19
01/21/2009;SOFR;0.21
01/20/2009;SOFR;0.28
01/16/2009;SOFR;0.21
01/15/2009;SOFR;0.18
01/14/2009;SOFR;0.07
01/13/2009;SOFR;0.06
01/12/2009;SOFR;0.07
01/09/2009;SOFR;0.06
01/08/2009;SOFR;0.04
01/07/2009;SOFR;0.05
01/06/2009;SOFR;0.07
01/05/2009;SOFR;0.07
01/02/2009;SOFR;0.03
12/31/2008;SOFR;0.05
12/30/2008;SOFR;0.06
12/29/2008;SOFR;0.08
12/26/2008;SOFR;0.07
12/24/2008;SOFR;0.06
12/23/2008;SOFR;0.05
12/22/2008;SOFR;0.04
12/19/2008;SOFR;0.03
12/18/2008;SOFR;0.05
12/17/2008;SOFR;0.1
12/16/2008;SOFR;0.08
12/15/2008;SOFR;0.08
12/12/2008;SOFR;0.03
12/11/2008;SOFR;0.01
12/10/2008;SOFR;0.02
12/09/2008;SOFR;0.02
12/08/2008;SOFR;0.03
12/05/2008;SOFR;0.13
12/04/2008;SOFR;0.2
12/03/2008;SOFR;0.29
12/02/2008;SOFR;0.3
12/01/2008;SOFR;0.25
11/28/2008;SOFR;0.34
11/26/2008;SOFR;0.4
11/25/2008;SOFR;0.58
11/24/2008;SOFR;0.49
11/21/2008;SOFR;0.28
11/20/2008;SOFR;0.3
11/19/2008;SOFR;0.27
11/18/2008;SOFR;0.19
11/17/2008;SOFR;0.17
11/14/2008;SOFR;0.26
11/13/2008;SOFR;0.17
11/12/2008;SOFR;0.15
11/10/2008;SOFR;0.18
11/07/2008;SOFR;0.14
11/06/2008;SOFR;0.14
11/05/2008;SOFR;0.16
11/04/2008;SOFR;0.25
11/03/2008;SOFR;0.15
10/31/2008;SOFR;0.2
10/30/2008;SOFR;0.21
10/29/2008;SOFR;0.86
10/28/2008;SOFR;0.96
10/27/2008;SOFR;0.82
10/24/2008;SOFR;1.03
10/23/2008;SOFR;1.01
10/22/2008;SOFR;0.96
10/21/2008;SOFR;0.31
10/20/2008;SOFR;0.11
10/17/2008;SOFR;0.11
10/16/2008;SOFR;0.12
10/15/2008;SOFR;0.1
10/14/2008;SOFR;0.08
10/10/2008;SOFR;0.08
10/09/2008;SOFR;0.1
10/08/2008;SOFR;0.36
10/07/2008;SOFR;0.15
10/06/2008;SOFR;0.11
10/03/2008;SOFR;0.23
10/02/2008;SOFR;0.76
10/01/2008;SOFR;0.33
09/30/2008;SOFR;0.88
09/29/2008;SOFR;1.08
09/26/2008;SOFR;0.31
09/25/2008;SOFR;0.26
09/24/2008;SOFR;0.68
09/23/2008;SOFR;1.75
09/22/2008;SOFR;1.82
09/19/2008;SOFR;0.76
09/18/2008;SOFR;0.25
09/17/2008;SOFR;1.03
09/16/2008;SOFR;1.66
09/15/2008;SOFR;2.2
09/12/2008;SOFR;2.06
09/11/2008;SOFR;2.03
09/10/2008;SOFR;2.02
09/09/2008;SOFR;2.03
09/08/2008;SOFR;2.02
09/05/2008;SOFR;2.05
09/04/2008;SOFR;2.04
09/03/2008;SOFR;2.02
09/02/2008;SOFR;2.01
08/29/2008;SOFR;2.01
08/28/2008;SOFR;2
08/27/2008;SOFR;2.02
08/26/2008;SOFR;2
08/25/2008;SOFR;2
08/22/2008;SOFR;1.98
08/21/2008;SOFR;1.91
08/20/2008;SOFR;1.95
08/19/2008;SOFR;2.09
08/18/2008;SOFR;2.13
08/15/2008;SOFR;2.09
08/14/2008;SOFR;2.01
08/13/2008;SOFR;1.94
08/12/2008;SOFR;1.97
08/11/2008;SOFR;1.92
08/08/2008;SOFR;1.92
08/07/2008;SOFR;1.94
08/06/2008;SOFR;1.99
08/05/2008;SOFR;2.08
08/04/2008;SOFR;2.12
08/01/2008;SOFR;2.07
07/31/2008;SOFR;2.07
07/30/2008;SOFR;2.12
07/29/2008;SOFR;2.12
07/28/2008;SOFR;2.03
07/25/2008;SOFR;1.96
07/24/2008;SOFR;1.92
07/23/2008;SOFR;1.88
07/22/2008;SOFR;1.91
07/21/2008;SOFR;1.93
07/18/2008;SOFR;1.93
07/17/2008;SOFR;2
07/16/2008;SOFR;1.95
07/15/2008;SOFR;1.92
07/14/2008;SOFR;1.93
07/11/2008;SOFR;2
07/10/2008;SOFR;1.99
07/09/2008;SOFR;2.1
07/08/2008;SOFR;2.11
07/07/2008;SOFR;2.09
07/03/2008;SOFR;2.13
07/02/2008;SOFR;2.1
07/01/2008;SOFR;1.72
06/30/2008;SOFR;2.11
06/27/2008;SOFR;1.97
06/26/2008;SOFR;1.91
06/25/2008;SOFR;1.94
06/24/2008;SOFR;1.96
06/23/2008;SOFR;1.99
06/20/2008;SOFR;1.94
06/19/2008;SOFR;1.93
06/18/2008;SOFR;2.02
06/17/2008;SOFR;2.19
06/16/2008;SOFR;2.12
06/13/2008;SOFR;2.1
06/12/2008;SOFR;2.12
06/11/2008;SOFR;2.11
06/10/2008;SOFR;2.07
06/09/2008;SOFR;2.02
06/06/2008;SOFR;2.04
06/05/2008;SOFR;2.05
06/04/2008;SOFR;2.12
06/03/2008;SOFR;2.22
06/02/2008;SOFR;2.19
05/30/2008;SOFR;2.34
05/29/2008;SOFR;2.24
05/28/2008;SOFR;2.16
05/27/2008;SOFR;2.09
05/23/2008;SOFR;2.08
05/22/2008;SOFR;1.97
05/21/2008;SOFR;2.01
05/20/2008;SOFR;1.98
05/19/2008;SOFR;1.98
05/16/2008;SOFR;2.05
05/15/2008;SOFR;1.93
05/14/2008;SOFR;2.01
05/13/2008;SOFR;2.03
05/12/2008;SOFR;2.01
05/09/2008;SOFR;2
05/08/2008;SOFR;1.87
05/07/2008;SOFR;1.9
05/06/2008;SOFR;1.89
05/05/2008;SOFR;1.85
05/02/2008;SOFR;1.86
05/01/2008;SOFR;1.96
04/30/2008;SOFR;2.02
04/29/2008;SOFR;1.88
04/28/2008;SOFR;1.9
04/25/2008;SOFR;2.03
04/24/2008;SOFR;1.88
04/23/2008;SOFR;2.01
04/22/2008;SOFR;2.13
04/21/2008;SOFR;2.19
04/18/2008;SOFR;2.15
04/17/2008;SOFR;2.15
04/16/2008;SOFR;2.15
04/15/2008;SOFR;2.22
04/14/2008;SOFR;2.25
04/11/2008;SOFR;2.28
04/10/2008;SOFR;2.04
04/09/2008;SOFR;2.15
04/08/2008;SOFR;2.28
04/07/2008;SOFR;2.21
04/04/2008;SOFR;2.39
04/03/2008;SOFR;2.39
04/02/2008;SOFR;2.36
04/01/2008;SOFR;1.43
03/31/2008;SOFR;2.15
03/28/2008;SOFR;0.72
03/27/2008;SOFR;0.46
03/26/2008;SOFR;0.93
03/25/2008;SOFR;0.47
03/24/2008;SOFR;0.51
03/20/2008;SOFR;0.34
03/19/2008;SOFR;0.95
03/18/2008;SOFR;2
03/17/2008;SOFR;2.77
03/14/2008;SOFR;2.06
03/13/2008;SOFR;2.39
03/12/2008;SOFR;2.59
03/11/2008;SOFR;2.68
03/10/2008;SOFR;2.49
03/07/2008;SOFR;2.46
03/06/2008;SOFR;2.62
03/05/2008;SOFR;2.84
03/04/2008;SOFR;2.79
03/03/2008;SOFR;1.83
02/29/2008;SOFR;1.93
02/28/2008;SOFR;2.18
02/27/2008;SOFR;2.4
02/26/2008;SOFR;2.66
02/25/2008;SOFR;2.79
02/22/2008;SOFR;2.79
02/21/2008;SOFR;2.71
02/20/2008;SOFR;2.96
02/19/2008;SOFR;3.08
02/15/2008;SOFR;3.02
02/14/2008;SOFR;2.84
02/13/2008;SOFR;2.81
02/12/2008;SOFR;2.81
02/11/2008;SOFR;2.66
02/08/2008;SOFR;2.39
02/07/2008;SOFR;2.13
02/06/2008;SOFR;2.63
02/05/2008;SOFR;2.66
02/04/2008;SOFR;2.07
02/01/2008;SOFR;1.73
01/31/2008;SOFR;2.29
01/30/2008;SOFR;2.35
01/29/2008;SOFR;2.29
01/28/2008;SOFR;2.66
01/25/2008;SOFR;2.32
01/24/2008;SOFR;1.72
01/23/2008;SOFR;1.96
01/22/2008;SOFR;3.55
01/18/2008;SOFR;3.75
01/17/2008;SOFR;3.88
01/16/2008;SOFR;4.08
01/15/2008;SOFR;4.09
01/14/2008;SOFR;4.14
01/11/2008;SOFR;4.17
01/10/2008;SOFR;4.07
01/09/2008;SOFR;4.01
01/08/2008;SOFR;3.97
01/07/2008;SOFR;3.97
01/04/2008;SOFR;4.01
01/03/2008;SOFR;4.07
01/02/2008;SOFR;1.51
12/31/2007;SOFR;3.74
12/28/2007;SOFR;4.1
12/27/2007;SOFR;4.21
12/26/2007;SOFR;4.15
12/24/2007;SOFR;3.59
12/21/2007;SOFR;3
12/20/2007;SOFR;3.32
12/19/2007;SOFR;3.52
12/18/2007;SOFR;3.89
12/17/2007;SOFR;4.19
12/14/2007;SOFR;4.15
12/13/2007;SOFR;4.21
12/12/2007;SOFR;4.08
12/11/2007;SOFR;4.24
12/10/2007;SOFR;4.31
12/07/2007;SOFR;4.37
12/06/2007;SOFR;4.48
12/05/2007;SOFR;4.41
12/04/2007;SOFR;4.17
12/03/2007;SOFR;3.17
11/30/2007;SOFR;3.04
11/29/2007;SOFR;3.68
11/28/2007;SOFR;4.1
11/27/2007;SOFR;4.2
11/26/2007;SOFR;4.15
11/23/2007;SOFR;4.22
11/21/2007;SOFR;4.28
11/20/2007;SOFR;4.29
11/19/2007;SOFR;4.21
11/16/2007;SOFR;4.24
11/15/2007;SOFR;4.29
11/14/2007;SOFR;4.26
11/13/2007;SOFR;3.84
11/09/2007;SOFR;4.31
11/08/2007;SOFR;4.29
11/07/2007;SOFR;4.36
11/06/2007;SOFR;4.46
11/05/2007;SOFR;4.46
11/02/2007;SOFR;4.44
11/01/2007;SOFR;4.54
10/31/2007;SOFR;4.75
10/30/2007;SOFR;4.71
10/29/2007;SOFR;4.67
10/26/2007;SOFR;4.43
10/25/2007;SOFR;4.5
10/24/2007;SOFR;4.64
10/23/2007;SOFR;4.64
10/22/2007;SOFR;4.58
10/19/2007;SOFR;4.06
10/18/2007;SOFR;4.61
10/17/2007;SOFR;4.71
10/16/2007;SOFR;4.79
10/15/2007;SOFR;4.74
10/12/2007;SOFR;4.75
10/11/2007;SOFR;4.76
10/10/2007;SOFR;4.71
10/09/2007;SOFR;4.68
10/05/2007;SOFR;4.69
10/04/2007;SOFR;4.7
10/03/2007;SOFR;4.74
10/02/2007;SOFR;4.7
10/01/2007;SOFR;3.99
09/28/2007;SOFR;4.71
09/27/2007;SOFR;4.62
09/26/2007;SOFR;4.61
09/25/2007;SOFR;4.6
09/24/2007;SOFR;4.57
09/21/2007;SOFR;4.56
09/20/2007;SOFR;4.63
09/19/2007;SOFR;5.07
09/18/2007;SOFR;5.2
09/17/2007;SOFR;4.97
09/14/2007;SOFR;4.84
09/13/2007;SOFR;4.86
09/12/2007;SOFR;4.91
09/11/2007;SOFR;4.93
09/10/2007;SOFR;5.07
09/07/2007;SOFR;5.2
09/06/2007;SOFR;5.18
09/05/2007;SOFR;5.2
09/04/2007;SOFR;5.1
08/31/2007;SOFR;5.14
08/30/2007;SOFR;5.31
08/29/2007;SOFR;5.2
08/28/2007;SOFR;5.04
08/27/2007;SOFR;4.37
08/24/2007;SOFR;2.71
08/23/2007;SOFR;2.24
08/22/2007;SOFR;2.16
08/21/2007;SOFR;4.21
08/20/2007;SOFR;4.47
08/17/2007;SOFR;4.37
08/16/2007;SOFR;4.32
08/15/2007;SOFR;4.98
08/14/2007;SOFR;5.08
08/13/2007;SOFR;5.15
08/10/2007;SOFR;5.28
08/09/2007;SOFR;5.16
08/08/2007;SOFR;5.17
08/07/2007;SOFR;5.16
08/06/2007;SOFR;5.16
08/03/2007;SOFR;5.16
08/02/2007;SOFR;5.13
08/01/2007;SOFR;5.12
07/31/2007;SOFR;5.19
07/30/2007;SOFR;5.17
07/27/2007;SOFR;5.19
07/26/2007;SOFR;5.13
07/25/2007;SOFR;5.15
07/24/2007;SOFR;5.13
07/23/2007;SOFR;5.12
07/20/2007;SOFR;5.11
07/19/2007;SOFR;5.11
07/18/2007;SOFR;5.13
07/17/2007;SOFR;5.17
07/16/2007;SOFR;5.14
07/13/2007;SOFR;5.12
07/12/2007;SOFR;5.1
07/11/2007;SOFR;5.09
07/10/2007;SOFR;5.09
07/09/2007;SOFR;5.07
07/06/2007;SOFR;5.06
07/05/2007;SOFR;5.06
07/03/2007;SOFR;5.04
07/02/2007;SOFR;4.35
06/29/2007;SOFR;5.01
06/28/2007;SOFR;5.11
06/27/2007;SOFR;5.06
06/26/2007;SOFR;5
06/25/2007;SOFR;5
06/22/2007;SOFR;5
06/21/2007;SOFR;4.91
06/20/2007;SOFR;4.91
06/19/2007;SOFR;5.05
06/18/2007;SOFR;5.12
06/15/2007;SOFR;5.2
06/14/2007;SOFR;5.18
06/13/2007;SOFR;5.16
06/12/2007;SOFR;5.14
06/11/2007;SOFR;5.14
06/08/2007;SOFR;5.13
06/07/2007;SOFR;5.12
06/06/2007;SOFR;5.12
06/05/2007;SOFR;5.1
06/04/2007;SOFR;5.1
06/01/2007;SOFR;5.08
05/31/2007;SOFR;5.11
05/30/2007;SOFR;5.13
05/29/2007;SOFR;5.11
05/25/2007;SOFR;5.11
05/24/2007;SOFR;5.11
05/23/2007;SOFR;5.12
05/22/2007;SOFR;5.12
05/21/2007;SOFR;5.12
05/18/2007;SOFR;5.12
05/17/2007;SOFR;5.11
05/16/2007;SOFR;5.16
05/15/2007;SOFR;5.11
05/14/2007;SOFR;5.08
05/11/2007;SOFR;5.08
05/10/2007;SOFR;5.09
05/09/2007;SOFR;5.11
05/08/2007;SOFR;5.12
05/07/2007;SOFR;5.13
05/04/2007;SOFR;5.12
05/03/2007;SOFR;5.09
05/02/2007;SOFR;5.01
05/01/2007;SOFR;5.11
04/30/2007;SOFR;5.11
04/27/2007;SOFR;5.12
04/26/2007;SOFR;5.16
04/25/2007;SOFR;5.17
04/24/2007;SOFR;5.16
04/23/2007;SOFR;5.14
04/20/2007;SOFR;5.14
04/19/2007;SOFR;5.16
04/18/2007;SOFR;5.21
04/17/2007;SOFR;5.25
04/16/2007;SOFR;5.23
04/13/2007;SOFR;5.24
04/12/2007;SOFR;5.24
04/11/2007;SOFR;5.25
04/10/2007;SOFR;5.26
04/09/2007;SOFR;5.23
04/05/2007;SOFR;5.25
04/04/2007;SOFR;5.26
04/03/2007;SOFR;5.26
04/02/2007;SOFR;5.14
03/30/2007;SOFR;5.25
03/29/2007;SOFR;5.23
03/28/2007;SOFR;5.22
03/27/2007;SOFR;5.21
03/26/2007;SOFR;5.21
03/23/2007;SOFR;5.21
03/22/2007;SOFR;5.22
03/21/2007;SOFR;5.22
03/20/2007;SOFR;5.23
03/19/2007;SOFR;5.23
03/16/2007;SOFR;5.28
03/15/2007;SOFR;5.24
03/14/2007;SOFR;5.22
03/13/2007;SOFR;5.23
03/12/2007;SOFR;5.22
03/09/2007;SOFR;5.22
03/08/2007;SOFR;5.22
03/07/2007;SOFR;5.21
03/06/2007;SOFR;5.25
03/05/2007;SOFR;5.27
03/02/2007;SOFR;5.27
03/01/2007;SOFR;5.27
02/28/2007;SOFR;5.23
02/27/2007;SOFR;5.22
02/26/2007;SOFR;5.2
02/23/2007;SOFR;5.22
02/22/2007;SOFR;5.23
02/21/2007;SOFR;5.24
02/20/2007;SOFR;5.24
02/16/2007;SOFR;5.28
02/15/2007;SOFR;5.24
02/14/2007;SOFR;5.22
02/13/2007;SOFR;5.2
02/12/2007;SOFR;5.21
02/09/2007;SOFR;5.2
02/08/2007;SOFR;5.18
02/07/2007;SOFR;5.19
02/06/2007;SOFR;5.19
02/05/2007;SOFR;5.2
02/02/2007;SOFR;5.19
02/01/2007;SOFR;5.22
01/31/2007;SOFR;5.17
01/30/2007;SOFR;5.21
01/29/2007;SOFR;5.22
01/26/2007;SOFR;5.2
01/25/2007;SOFR;5.18
01/24/2007;SOFR;5.18
01/23/2007;SOFR;5.21
01/22/2007;SOFR;5.18
01/19/2007;SOFR;5.22
01/18/2007;SOFR;5.22
01/17/2007;SOFR;5.25
01/16/2007;SOFR;5.22
01/12/2007;SOFR;5.19
01/11/2007;SOFR;5.18
01/10/2007;SOFR;5.18
01/09/2007;SOFR;5.21
01/08/2007;SOFR;5.21
01/05/2007;SOFR;5.22
01/04/2007;SOFR;5.22
01/03/2007;SOFR;5.21
01/02/2007;SOFR;4.83
12/29/2006;SOFR;5.18
12/28/2006;SOFR;5.23
12/27/2006;SOFR;5.22
12/26/2006;SOFR;5.23
12/22/2006;SOFR;5.22
12/21/2006;SOFR;5.22
12/20/2006;SOFR;5.21
12/19/2006;SOFR;5.23
12/18/2006;SOFR;5.27
12/15/2006;SOFR;5.24
12/14/2006;SOFR;5.23
12/13/2006;SOFR;5.23
12/12/2006;SOFR;5.24
12/11/2006;SOFR;5.24
12/08/2006;SOFR;5.25
12/07/2006;SOFR;5.26
12/06/2006;SOFR;5.27
12/05/2006;SOFR;5.26
12/04/2006;SOFR;5.27
12/01/2006;SOFR;5.28
11/30/2006;SOFR;5.24
11/29/2006;SOFR;5.23
11/28/2006;SOFR;5.24
11/27/2006;SOFR;5.25
11/24/2006;SOFR;5.24
11/22/2006;SOFR;5.22
11/21/2006;SOFR;5.23
11/20/2006;SOFR;5.23
11/17/2006;SOFR;5.23
11/16/2006;SOFR;5.27
11/15/2006;SOFR;5.23
11/14/2006;SOFR;5.23
11/13/2006;SOFR;5.23
11/10/2006;SOFR;5.24
11/09/2006;SOFR;5.23
11/08/2006;SOFR;5.25
11/07/2006;SOFR;5.26
11/06/2006;SOFR;5.25
11/03/2006;SOFR;5.26
11/02/2006;SOFR;5.27
11/01/2006;SOFR;5.27
10/31/2006;SOFR;5.24
10/30/2006;SOFR;5.23
10/27/2006;SOFR;5.23
10/26/2006;SOFR;5.22
10/25/2006;SOFR;5.22
10/24/2006;SOFR;5.23
10/23/2006;SOFR;5.23
10/20/2006;SOFR;5.23
10/19/2006;SOFR;5.23
10/18/2006;SOFR;5.24
10/17/2006;SOFR;5.27
10/16/2006;SOFR;5.24
